it,time,Mass,Momentum,Epot,Ekin,Etot,L2norm,incomp_error,rho_1,rho_2,rho_3,rho_4,rho_5
115,23,31.4113034434902,-1.78726011550302e-13,7.83624350519508,149.586387530307,157.422631035502,4.43211755212151,0,24.5895276940954,12.3475420372039,1.61133102333089,11.7700493885973,6.90247164657238
116,23.2,31.4154002755569,-1.30032097441384e-13,7.39719796150013,150.054704949663,157.451902911163,4.43256528599485,0,23.6502453882538,13.7983807336168,0.816060126995131,11.3477557356321,6.76860110650658
117,23.4,31.4060885253761,-2.05784241382509e-13,7.07531275995989,150.360831679807,157.436144439767,4.43515982198214,0,22.8545463394333,15.3176345929595,0.117582914072607,10.7394139556452,6.60272773168164
118,23.6,31.4051876595706,-1.04527059049696e-13,6.79722905193649,150.676672863412,157.473901915349,4.43344383934968,0,22.1109593652039,16.7042482681974,0.650324911885691,10.1294936119483,6.2524880707222
119,23.8,31.4102453910732,5.05332197621641e-14,6.58440911606051,150.968844802448,157.553253918508,4.43128979228399,0,21.4771226397949,17.9296212716104,1.47682324470523,9.51854932654384,5.78181026932743
120,24,31.4170323587072,-2.27746913330907e-13,6.46760663996312,151.174821141114,157.642427781078,4.43231947714562,0,21.0272610859579,19.0052653039715,2.32818122886947,8.87828950846954,5.2767917641295
121,24.2,31.4253188137681,2.52127931601167e-13,6.4886122789913,151.259563006686,157.748175285678,4.43279056825647,0,20.8220018535744,20.1061854823883,3.11351975556427,8.11075666816479,4.8782244850931
122,24.4,31.4227221845093,-3.80484696210996e-13,6.65552605211741,151.137015205221,157.792541257339,4.43347213525657,0,20.9579850627308,20.9361906308292,3.84911104933739,7.26648376937421,4.58997985612762
123,24.6,31.4223770861446,4.79377551181382e-14,6.91109546029509,150.931316995199,157.842412455494,4.43375034199564,0,21.3098554075025,21.5397440499915,4.62129514349039,6.49135608149618,4.27548301233943
124,24.8,31.4114441171525,-7.06702105436358e-13,7.31140657428237,150.523961360485,157.835367934767,4.43128640969255,0,21.9454411929801,22.0725376161408,5.28139616544156,5.63852013465146,3.98925778173037
125,25,31.4095611323596,4.84949966086403e-13,7.74834602877671,150.11053384084,157.858879869617,4.43149597562188,0,22.6958268980083,22.303472551209,5.98734157297135,4.90257477034871,3.61692842529896
126,25.2,31.4106674849356,-8.20439317238609e-13,8.20729878885152,149.681032269285,157.888331058136,4.43189833938284,0,23.4963923471312,22.379022884298,6.63559971244642,4.12195609232591,3.27513039276031
127,25.4,31.415782226237,-7.02642008512895e-13,8.65767997643331,149.257538722523,157.915218698956,4.43229679187416,0,24.3099407657782,22.2246465596161,7.15582313967414,3.34424096559075,2.9419231996872
128,25.6,31.4253033797337,-1.12020526525887e-13,9.08004426686167,148.860405071609,157.94044933847,4.43295189396665,0,25.0694751581319,21.9797465613965,7.61180792870225,2.58219813389368,2.721843174061
129,25.8,31.4304099796138,1.60441950908397e-13,9.40730837481097,148.51946698814,157.926775362951,4.43502212847745,0,25.6772115148922,21.6222796122101,7.96845551370028,1.92910411605431,2.49011077179675
130,26,31.4372450303352,-4.35275088962421e-13,9.66955879882407,148.234809109921,157.904367908745,4.43552937372432,0,26.1641252924029,21.2897884142565,8.20999313225157,1.37687104134254,2.40006234028152
131,26.2,31.434615662729,-2.50172817814197e-13,9.83818513709022,147.982443416838,157.820628553929,4.43394870761799,0,26.4751193153128,21.0603166053807,8.38778753833412,0.953703804049398,2.33012627929638
132,26.4,31.4380049061299,-5.82119802523113e-13,9.83554747270255,147.927063748274,157.762611220976,4.43499180767987,0,26.5130949968297,20.8319205710577,8.54513044070235,0.733783257143002,2.32472173981102
133,26.6,31.4342101498462,-6.11466946057138e-13,9.73299678205965,147.943092182502,157.676088964561,4.43604536572693,0,26.3649227335079,20.7516858352115,8.64996006739505,0.674067263787238,2.38097907365403
134,26.8,31.4254574364865,-1.40732768997384e-12,9.4324877831461,148.139177073985,157.571664857131,4.43729730148334,0,25.8949636069825,20.6902997371225,8.72842402802971,0.774513981409897,2.43787331136554
135,27,31.4332248245525,-2.77165650112067e-12,9.01832502135768,148.526013540152,157.54433856151,4.4375697214553,0,25.2224430857792,20.6358198541573,8.90146389996359,0.922620933130394,2.5240954303882
136,27.2,31.4346446812492,-3.35380355261642e-13,8.43230488636792,149.073767737342,157.50607262371,4.43823753403158,0,24.2515319915776,20.5326327393252,8.91762751237014,1.25299057117942,2.64508419431392
137,27.4,31.4451152318903,-2.66940473128647e-12,7.89845140200256,149.618677508358,157.517128910361,4.43900552645399,0,23.3197905106,20.491889340119,8.929513183477,1.40427813919947,2.73505103627432
138,27.6,31.4492741217441,2.78790881024005e-12,7.31125349140867,150.218151285508,157.529404776917,4.43948254999013,0,22.2757861467963,20.3507233451406,8.86189225377181,1.55229889103092,2.85720924378265
139,27.8,31.4338002657404,-3.74035066625413e-12,6.81465938861544,150.65272223265,157.467381621265,4.43571640597702,0,21.3865634490422,20.0833080938606,8.83649457081534,1.73354679344366,2.89921751523152
140,28,31.4286299528747,1.45400347704656e-12,6.33585393262607,151.135793401737,157.471647334363,4.43487050548372,0,20.5223957647134,19.7323224105429,8.70688268648259,1.80654096514548,2.83635194502417
141,28.2,31.4298325809149,2.41554648992262e-12,6.02631938771226,151.50993968398,157.536259071692,4.43056406971717,0,20.0203434715077,19.2257821942632,8.48508715910839,1.79156139729253,2.67660458039568
142,28.4,31.4153207003665,-1.23287636100655e-12,5.74876321609111,151.752496317967,157.501259534058,4.42749096949986,0,19.5863169675508,18.6552013015086,8.29291831612122,1.51536342484237,2.46080031244114
143,28.6,31.3857515256365,-2.04701094720042e-13,5.6835090205303,151.700154410065,157.383663430595,4.42273131464386,0,19.5765081921594,18.2088948951469,7.89712481100801,0.996858996164283,2.2440122982896
144,28.8,31.4344761650534,-3.17539090425149e-12,5.34298751606783,152.368320367144,157.711307883212,4.43491640617203,0,19.1258676063211,16.9580067944402,8.06319719835336,0.797955180045882,1.5487969813315
145,29,31.4190113113401,-1.66187396789687e-12,5.3515968920764,152.342094354956,157.693691247033,4.43048121314229,0,19.342068342262,16.1334101218408,7.74284343679994,0.444528812475465,0.886090408637356
146,29.2,31.4157428651147,-2.14685118295591e-12,5.44667543204315,152.266341429137,157.71301686118,4.42657944843418,0,19.7709284886817,15.0551999031537,7.56744041114697,0.236761810181379,0.249319241912627
147,29.4,31.3986216019211,6.19159331033606e-12,5.71908536558849,151.963984860296,157.683070225885,4.42221093797128,0,20.5184960457866,14.1356621418552,7.1411372288008,0.807039262682217,0.405111661525946
148,29.6,31.4346531966715,2.25948481136622e-13,5.84686124231188,152.037428760533,157.884290002845,4.43489592305552,0,20.9813498861919,12.9467794421276,6.72343621761995,1.22221654124212,1.16934688304933
149,29.8,31.3812956532003,-3.19205365102127e-12,6.28823990490959,151.423325574723,157.711565479633,4.42269843302551,0,21.9798029904537,12.1068655305493,5.96440381639165,1.67766828982091,1.55689840767813
150,30,31.4105053321079,3.28384862760461e-12,6.5557470265813,151.240356578015,157.796103604596,4.42341825318208,0,22.6331047243973,10.9927528757574,5.44666608067544,2.03589216921925,1.99824530687245
151,30.2,31.4538428469417,-5.44025738771424e-13,6.74572805688878,151.224654151768,157.970382208657,4.43648257137692,0,23.1232931672169,9.74992962153942,5.30117337892489,2.00361315972509,2.25898728338353
152,30.4,31.4306487018878,-3.24660609424794e-12,7.14398608349776,150.729531626998,157.873517710495,4.43295237026874,0,23.914400984344,9.04891163611425,4.67243442743016,2.23027127340242,1.95298072173501
153,30.6,31.3943523396528,1.75715000073505e-12,7.57780914416303,150.147829077185,157.725638221348,4.42177258952327,0,24.6988459485362,8.79123806556072,3.9546964869474,2.35948511539843,1.40032435844452
154,30.8,31.3929264271773,1.94696634415012e-12,7.61463552774187,150.040676658949,157.655312186691,4.42486745104101,0,24.8235470216384,8.11629264333961,3.86160854454164,2.10912830359073,0.733072392751902
